x,y,u,v,p
1.5,-4.8,0.0007813345,6.362878e-06,0.00022450184
1.6,-4.9,0.00041738592,2.4787341e-06,0.00021330852
1.6,-5.0,0.0,0.0,0.00021331367
-0.30143398,-2.999982,0.001799586,-0.00018275807,0.00034554364
-0.20225266,-3.0019264,0.0018117114,-0.00017369463,0.00032857992
-0.10043939,-3.1013334,0.001795318,-0.00015300568,0.00032870725
-3.0476185e-10,-3.2,0.001780684,-0.00013401406,0.00032751344
0.1,-3.3,0.0017674506,-0.00011611071,0.00032546086
0.2,-3.4,0.0017561417,-9.9373065e-05,0.00032234058
0.3,-3.5,0.0017468497,-8.366596e-05,0.0003183176
0.4,-3.6,0.0017396604,-6.890851e-05,0.00031349066
0.5,-3.7,0.0017345838,-5.5027966e-05,0.00030795828
0.6,-3.8,0.0017313971,-4.1988318e-05,0.00030179968
0.7,-3.9,0.0017293207,-2.9797362e-05,0.00029508333
0.8,-4.0,0.0017264715,-1.8541308e-05,0.00028786133
0.9,-4.1,0.0017191513,-8.407654e-06,0.0002801705
1.0,-4.2,0.0017012246,3.158342e-07,0.00027202422
1.1,-4.3,0.0016637088,7.2485423e-06,0.00026340893
1.2,-4.4,0.0015949636,1.1966887e-05,0.00025432426
1.3,-4.5,0.0014819469,1.4084254e-05,0.00024475553
1.4,-4.6,0.0013124595,1.3518623e-05,0.0002346689
1.5,-4.7,0.0010780558,1.06276675e-05,0.0002241507
1.6,-4.8,0.00077683345,6.533215e-06,0.00021331837
1.7,-4.9,0.00041416878,2.5222273e-06,0.00020247258
1.7,-5.0,0.0,0.0,0.00020247074
-0.30339226,-2.8985624,0.0018310287,-0.00019623416,0.00032613266
-0.20513974,-2.9034138,0.0018420895,-0.00018609739,0.0003103646
-0.102114215,-3.0040195,0.0018231879,-0.00016466963,0.00031236833
-0.40085274,-2.9988592,0.0017864209,-0.00019184256,0.00036361557
-0.4,-3.1,0.0017574466,-0.00017771481,0.00038163317
-0.000221755,-3.1016142,0.0018067374,-0.00014498217,0.0003125535
0.1,-3.2,0.0017915682,-0.00012673993,0.0003117605
0.2,-3.3,0.0017778124,-0.0001094824,0.0003100765
0.3,-3.4,0.0017660316,-9.333519e-05,0.00030730723
0.4,-3.5,0.0017563142,-7.816902e-05,0.00030361893
0.5,-3.6,0.0017487361,-6.391292e-05,0.0002991126
0.6,-3.7,0.001743291,-5.049916e-05,0.00029388972
0.7,-3.8,0.0017397251,-3.789881e-05,0.00028803202
0.8,-3.9,0.001737204,-2.6127605e-05,0.0002816104
0.9,-4.0,0.0017337621,-1.527967e-05,0.00027467753
1.0,-4.1,0.001725606,-5.550782e-06,0.00026727078
1.1,-4.2,0.0017064996,2.758354e-06,0.00025941
1.2,-4.3,0.0016673841,9.267713e-06,0.00025107665
1.3,-4.4,0.0015966297,1.3545703e-05,0.00024227727
1.4,-4.5,0.0014813524,1.5230789e-05,0.00023300026
1.5,-4.6,0.0013096846,1.4236622e-05,0.00022320612
1.6,-4.7,0.0010737188,1.1014188e-05,0.00021301353
1.7,-4.8,0.0007721725,6.6855127e-06,0.00020250339
1.8,-4.9,0.0004108904,2.5602446e-06,0.00019200111
1.8,-5.0,0.0,0.0,0.00019199238
-0.30839097,-2.7922776,0.0018660927,-0.00021095909,0.0003040073
-0.21169014,-2.8063781,0.0018736074,-0.00019911527,0.00029111674
-0.10570207,-2.9092638,0.0018522049,-0.00017606141,0.00029541831
-0.40210184,-2.8965294,0.001818239,-0.00020625647,0.00034352407
-0.002047859,-3.0058353,0.0018340994,-0.00015585095,0.00029689618
-0.5,-3.1,0.0017432692,-0.00018598765,0.00040111196
-0.5,-3.0,0.0017718513,-0.00020064691,0.00038297704
0.099942036,-3.1014853,0.0018176608,-0.00013715553,0.00029706984
0.2,-3.2,0.0018019144,-0.00011959573,0.0002966749
0.3,-3.3,0.0017876866,-0.00010297758,0.00029530385
0.4,-3.4,0.0017754763,-8.7412314e-05,0.00029284373
0.5,-3.5,0.0017653697,-7.278012e-05,0.0002894539
0.6,-3.6,0.0017574335,-5.901857e-05,0.0002852383
0.7,-3.7,0.0017516448,-4.6066005e-05,0.0002803001
0.8,-3.8,0.001747718,-3.3899807e-05,0.00027472273
0.9,-3.9,0.0017447635,-2.2543903e-05,0.00026857798
1.0,-4.0,0.001740732,-1.2100916e-05,0.00026191972
1.1,-4.1,0.0017317346,-2.7731317e-06,0.00025478465
1.2,-4.2,0.0017114362,5.1258953e-06,0.0002471956
1.3,-4.3,0.001670701,1.12107155e-05,0.00023913612
1.4,-4.4,0.0015979264,1.5051848e-05,0.00023061284
1.5,-4.5,0.0014803973,1.6304368e-05,0.00022160842
1.6,-4.6,0.0013065827,1.4906395e-05,0.0002121157
1.7,-4.7,0.0010691367,1.1367642e-05,0.00020223892
1.8,-4.8,0.00076736434,6.8217755e-06,0.0001920517
1.9,-4.9,0.00040755834,2.593023e-06,0.00018188692
1.9,-5.0,0.0,0.0,0.00018187136
-0.30856302,-2.673783,0.0019087368,-0.00022653125,0.00027546196
-0.20406526,-2.7237287,0.0019036498,-0.00020840127,0.00027112782
-0.108804226,-2.8178244,0.0018819764,-0.00018714744,0.0002774792
-0.40214562,-2.7914488,0.0018536339,-0.00022095413,0.00032041216
-0.0044072485,-2.9110498,0.0018631743,-0.00016654743,0.00028012722
-0.4999918,-2.8975027,0.0018037714,-0.00021579076,0.00036237066
0.098513,-3.0055597,0.0018450662,-0.00014741355,0.0002817157
-0.6,-3.0,0.0017566918,-0.00020971011,0.00040327277
-0.6,-3.1,0.0017283238,-0.00019423821,0.00042151133
0.20001708,-3.1011534,0.0018280685,-0.00012952101,0.0002822623
0.3,-3.2,0.0018117514,-0.00011260167,0.00028222107
0.4,-3.3,0.0017970962,-9.661055e-05,0.0002811183
0.5,-3.4,0.0017844952,-8.161529e-05,0.00027892893
0.6,-3.5,0.001774033,-6.75083e-05,0.00027580475
0.7,-3.6,0.0017657666,-5.4232954e-05,0.0002718531
0.8,-3.7,0.001759657,-4.17346e-05,0.0002671772
0.9,-3.8,0.0017553861,-2.9996465e-05,0.00026186122
1.0,-3.9,0.0017520076,-1.9050447e-05,0.00025597704
1.1,-4.0,0.0017473883,-9.0082e-06,0.00024957975
1.2,-4.1,0.001737543,-7.7833924e-08,0.00024270458
1.3,-4.2,0.0017160384,7.4152363e-06,0.00023537155
1.4,-4.3,0.0016736637,1.3075831e-05,0.00022758187
1.5,-4.4,0.0015988596,1.648795e-05,0.00021932341
1.6,-4.5,0.0014790811,1.730586e-05,0.00021058774
1.7,-4.6,0.0013031667,1.553373e-05,0.00020139624
1.8,-4.7,0.0010643207,1.1690664e-05,0.00019182479
1.9,-4.8,0.00076242135,6.9420776e-06,0.00018195638
2.0,-4.9,0.00040417985,2.6205703e-06,0.00017212235
2.0,-5.0,0.0,0.0,0.00017210018
-0.40950724,-2.6762028,0.0018941625,-0.0002379128,0.0002932314
-0.11434937,-2.7259426,0.0019134228,-0.00019829696,0.000258079
-0.21284011,-2.6279182,0.0019377243,-0.00022092437,0.00024918676
-0.008950862,-2.8180404,0.0018932167,-0.00017722805,0.00026256617
-0.5007874,-2.7937746,0.0018385948,-0.00023132804,0.00033931347
0.09633812,-2.9100425,0.0018743179,-0.00015759486,0.00026519515
-0.6,-2.9,0.0017876166,-0.00022534964,0.00038298627
0.19922149,-3.0036135,0.0018559599,-0.00013933211,0.0002669528
0.3,-3.1,0.0018381592,-0.00012214523,0.00026800323
0.4,-3.2,0.0018211064,-0.00010577035,0.00026836837
0.5,-3.3,0.0018060638,-9.039196e-05,0.00026749418
0.6,-3.4,0.0017931081,-7.595273e-05,0.00026554122
0.7,-3.5,0.0017823203,-6.236045e-05,0.00026265404
0.8,-3.6,0.0017737496,-4.956197e-05,0.00025894254
0.9,-3.7,0.0017673399,-3.7509795e-05,0.00025450875
1.0,-3.8,0.0017627396,-2.619287e-05,0.0002494369
1.1,-3.9,0.0017589449,-1.5650621e-05,0.00024379842
1.2,-4.0,0.0017537383,-6.003978e-06,0.00023764906
1.3,-4.1,0.001743037,2.5314487e-06,0.00023102321
1.4,-4.2,0.0017203072,9.623562e-06,0.00022393686
1.5,-4.3,0.0016762777,1.4867667e-05,0.00021640878
1.6,-4.4,0.0015994321,1.785209e-05,0.00020840972
1.7,-4.5,0.0014774118,1.824981e-05,0.00019994665
1.8,-4.6,0.0012994531,1.611522e-05,0.00019103516
1.9,-4.7,0.0010592836,1.1986755e-05,0.00018176684
2.0,-4.8,0.0007573556,7.046588e-06,0.00017220998
2.1,-4.9,0.00040076234,2.6423825e-06,0.00016269939
2.1,-5.0,0.0,0.0,0.0001626709
-0.42113653,-2.5610228,0.0019364087,-0.00025561132,0.0002632125
-0.32405418,-2.553748,0.0019522413,-0.00024396082,0.0002456372
-0.50504696,-2.6872,0.0018762858,-0.0002478319,0.00031340233
-0.015499415,-2.7255192,0.0019245584,-0.0001879008,0.00024384433
-0.11841182,-2.6327324,0.0019469731,-0.00020923102,0.00023667332
-0.22716604,-2.5418587,0.0019687475,-0.00023311524,0.00022812869
0.09213457,-2.816179,0.0019045994,-0.00016769372,0.00024788707
-0.6,-2.8,0.0018210656,-0.00024129167,0.00036026535
0.19708009,-2.9082482,0.0018850791,-0.00014894754,0.00025090488
0.29950753,-3.0031264,0.0018658168,-0.00013134493,0.00025317134
0.4,-3.1,0.0018474321,-0.00011484131,0.0002545361
0.5,-3.2,0.0018300026,-9.911104e-05,0.00025508727
0.6,-3.3,0.0018146116,-8.4328065e-05,0.00025440592
0.7,-3.4,0.0018013333,-7.0431e-05,0.00025265984
0.8,-3.5,0.0017902476,-5.7341822e-05,0.0002499849
0.9,-3.6,0.0017813959,-4.5010158e-05,0.0002464923
1.0,-3.7,0.0017747048,-3.339533e-05,0.00024228243
1.1,-3.8,0.0017697884,-2.2492128e-05,0.00023743919
1.2,-3.9,0.0017655836,-1.2347095e-05,0.00023203283
1.3,-4.0,0.0017597892,-3.0900956e-06,0.00022611915
1.4,-4.1,0.001748221,5.0530607e-06,0.00021973441
1.5,-4.2,0.0017242468,1.1749757e-05,0.00021289072
1.6,-4.3,0.001678548,1.658593e-05,0.00020561017
1.7,-4.4,0.0015996501,1.9146286e-05,0.00019786746
1.8,-4.5,0.0014754056,1.9136967e-05,0.00018967119
1.9,-4.6,0.0012954508,1.6651498e-05,0.0001810227
2.0,-4.7,0.0010540399,1.2253286e-05,0.0001720583
2.1,-4.8,0.0007521797,7.1358527e-06,0.00016280513
2.2,-4.9,0.00039731298,2.658414e-06,0.00015360974
2.2,-5.0,0.0,0.0,0.0001535754
-0.5196054,-2.5685275,0.0019193061,-0.0002674333,0.00028251033
-0.32720995,-2.4477916,0.0019940243,-0.0002575281,0.0002146791
-0.42480525,-2.4528463,0.001979382,-0.00027081295,0.00023068927
-0.6,-2.7,0.0018568827,-0.00025725804,0.0003350304
0.08593004,-2.722551,0.0019361916,-0.00017783308,0.0002294931
-0.022667855,-2.6335874,0.0019570254,-0.0001984309,0.0002238579
-0.12506922,-2.538221,0.0019818447,-0.0002207357,0.00021327031
-0.22866502,-2.4430206,0.0020075818,-0.00024449395,0.00019983017
0.19346774,-2.813314,0.0019156613,-0.00015850856,0.00023382841
0.29779443,-2.9063222,0.0018953031,-0.00014054326,0.00023730035
0.3999622,-3.0015297,0.0018754954,-0.0001236701,0.00023983007
0.5,-3.1,0.0018562303,-0.00010773131,0.00024165372
0.6,-3.2,0.0018384666,-9.2628885e-05,0.00024234597
0.7,-3.3,0.0018227597,-7.842326e-05,0.0002418305
0.8,-3.4,0.0018091882,-6.5054846e-05,0.00024026546
0.9,-3.5,0.0017978298,-5.245633e-05,0.00023778113
1.0,-3.6,0.0017887184,-4.0580853e-05,0.00023448851
1.1,-3.7,0.0017817629,-2.9393974e-05,0.00023048624
1.2,-3.8,0.001776542,-1.8896475e-05,0.00022585745
1.3,-3.9,0.001771932,-9.141857e-06,0.00022067102
1.4,-4.0,0.0017655472,-2.6774543e-07,0.00021498196
1.5,-4.1,0.0017531007,7.488282e-06,0.00020883026
1.6,-4.2,0.0017278654,1.3794211e-05,0.0002022211
1.7,-4.3,0.0016804796,1.822764e-05,0.00019517966
1.8,-4.4,0.0015995217,2.0374526e-05,0.00018769028
1.9,-4.5,0.0014730755,1.997137e-05,0.00017974961
2.0,-4.6,0.0012911686,1.7144397e-05,0.00017136395
2.1,-4.7,0.0010486066,1.2486049e-05,0.00016268935
2.2,-4.8,0.0007469071,7.2107964e-06,0.00015373323
2.3,-4.9,0.00039383845,2.6692837e-06,0.00014484498
-0.5194245,-2.449085,0.0019678855,-0.00028512665,0.0002446868
-0.6148571,-2.6181939,0.0018849224,-0.00027221668,0.0003154712
-0.32793537,-2.3450744,0.002035182,-0.0002696452,0.00018179546
-0.42543572,-2.3468845,0.0020229525,-0.00028446145,0.00019547815
0.18697773,-2.7203434,0.0019468627,-0.00016801836,0.00021616455
0.07979095,-2.628843,0.001969208,-0.00018781066,0.00020959802
-0.02462968,-2.5356774,0.0019934073,-0.0002088994,0.00019990833
-0.12814845,-2.440481,0.00201943,-0.00023144382,0.0001865606
-0.2285185,-2.3428633,0.0020464964,-0.00025507258,0.00016889657
0.2947904,-2.8107536,0.0019260212,-0.00014956889,0.00022055604
0.39842594,-2.9050229,0.0019047821,-0.00013232221,0.00022447118
0.50001085,-3.0013814,0.0018842163,-0.00011611923,0.00022735796
0.6,-3.1,0.001864583,-0.00010082125,0.00022931401
0.7,-3.2,0.0018465202,-8.632754e-05,0.00023012019
0.8,-3.3,0.0018305273,-7.268145e-05,0.00022974689
0.9,-3.4,0.0018166895,-5.9827496e-05,0.00022833982
1.0,-3.5,0.0018050813,-4.7706704e-05,0.00022602694
1.1,-3.6,0.0017957299,-3.627635e-05,0.0002229176
1.2,-3.7,0.0017885253,-2.5507667e-05,0.00021910836
1.3,-3.8,0.0017830099,-1.5407406e-05,0.00021468113
1.4,-3.9,0.0017779977,-6.036173e-06,0.00020970356
1.5,-4.0,0.0017710188,2.4622173e-06,0.00020422923
1.6,-4.1,0.0017576827,9.837553e-06,0.0001983
1.7,-4.2,0.0017311701,1.5756912e-05,0.00019191664
1.8,-4.3,0.0016820801,1.978984e-05,0.00018510957
1.9,-4.4,0.001599062,2.1547927e-05,0.00017786774
2.0,-4.5,0.0014704346,2.0746083e-05,0.00017016745
2.1,-4.6,0.0012866276,1.7594875e-05,0.0001620539
2.2,-4.7,0.0010429999,1.2688533e-05,0.00015364922
2.3,-4.8,0.0007415499,7.272277e-06,0.00014498536
-0.61339223,-2.4378622,0.0019583558,-0.00030083518,0.00025747358
-0.61679333,-2.5223274,0.0019223838,-0.00028792096,0.00028652072
-0.52379787,-2.344148,0.002011156,-0.00030056108,0.00020886573
-0.7073974,-2.610746,0.001872297,-0.00028619604,0.00033215157
-0.7030617,-2.7048533,0.0018378791,-0.0002688647,0.0003577572
-0.32772937,-2.243735,0.0020712398,-0.00027948432,0.0001463586
-0.4260473,-2.245146,0.0020620092,-0.00029617193,0.00015832722
0.28889823,-2.7165782,0.0019575262,-0.00015856473,0.00020316316
0.1814289,-2.6262856,0.001979852,-0.0001773538,0.00019673923
0.07529437,-2.5343285,0.0020037505,-0.00019743161,0.00018762176
-0.027937066,-2.4392312,0.0020297668,-0.00021866702,0.00017464867
-0.12861341,-2.341697,0.0020561556,-0.00024084284,0.00015733985
-0.22861548,-2.2417107,0.0020789402,-0.00026335387,0.0001352819
0.39562967,-2.8095114,0.0019353381,-0.00014082878,0.00020825076
0.49922073,-2.9031272,0.0019139469,-0.000124383,0.00021212231
0.6,-3.0,0.001892836,-0.000108896005,0.0002152551
0.7,-3.1,0.0018725197,-9.411682e-05,0.00021748758
0.8,-3.2,0.0018541839,-8.0210484e-05,0.0002183883
0.9,-3.3,0.0018379329,-6.710505e-05,0.00021813407
1.0,-3.4,0.0018238529,-5.4750795e-05,0.00021686539
1.1,-3.5,0.001812016,-4.3094657e-05,0.00021470722
1.2,-3.6,0.001802442,-3.2098083e-05,0.00021176647
1.3,-3.7,0.0017950021,-2.1737633e-05,0.00020813722
1.4,-3.8,0.0017892006,-1.2025821e-05,0.0002038998
1.5,-3.9,0.0017837888,-3.0305512e-06,0.00019912094
1.6,-4.0,0.0017762104,5.098982e-06,0.00019385183
1.7,-4.1,0.0017619736,1.21002695e-05,0.00018813279
1.8,-4.2,0.0017341659,1.7635823e-05,0.00018196905
1.9,-4.3,0.0016833596,2.1277847e-05,0.0001753848
2.0,-4.4,0.0015982869,2.2652412e-05,0.00016837426
2.1,-4.5,0.0014674948,2.1460337e-05,0.00016091576
2.2,-4.6,0.0012818482,1.8003391e-05,0.00015306959
2.3,-4.7,0.0010372332,1.2865148e-05,0.00014493045
-0.6987139,-2.5292056,0.0019060216,-0.00029899972,0.00030506006
-0.7009731,-2.4326081,0.0019460641,-0.0003154585,0.00027256657
-0.62280095,-2.3406394,0.0019982196,-0.00031759226,0.0002233903
-0.5248013,-2.2453535,0.0020511805,-0.00031364014,0.00017104296
-0.79991627,-2.6018887,0.0018590767,-0.0002998884,0.00034976422
-0.8011907,-2.7030253,0.0018209153,-0.0002810652,0.00037927562
-0.42673162,-2.1447704,0.0020891528,-0.00030356794,0.0001186735
-0.32792675,-2.143035,0.0020930325,-0.00028481713,0.00010867506
0.2828654,-2.6241357,0.001989639,-0.0001672289,0.00018480181
0.3914271,-2.71492,0.0019669258,-0.0001491817,0.0001911824
0.17637336,-2.532249,0.0020137348,-0.00018631155,0.00017576212
0.072479196,-2.4385152,0.0020390213,-0.00020628318,0.0001635566
-0.028613176,-2.3416967,0.0020641463,-0.00022700337,0.00014700135
-0.12861364,-2.241697,0.0020846245,-0.00024761478,0.00012575863
-0.22861731,-2.1417243,0.0020951328,-0.00026687962,9.998924e-05
0.49680114,-2.8073416,0.0019444571,-0.00013240735,0.00019634895
0.59985614,-2.9013114,0.0019226146,-0.00011669456,0.00020035835
0.7,-3.0,0.0019006253,-0.000101778765,0.0002038782
0.8,-3.1,0.0018800563,-8.761702e-05,0.00020615282
0.9,-3.2,0.0018614779,-7.42775e-05,0.00020712623
1.0,-3.3,0.0018449937,-6.169517e-05,0.00020697224
1.1,-3.4,0.0018306932,-4.9825612e-05,0.00020582571
1.2,-3.5,0.0018186469,-3.8621016e-05,0.00020380763
1.3,-3.6,0.0018088665,-2.804675e-05,0.00020102243
1.4,-3.7,0.0018012034,-1.8084475e-05,0.00019756153
1.5,-3.8,0.0017951229,-8.752143e-06,0.00019350325
1.6,-3.9,0.0017893128,-1.2502193e-07,0.00018891349
1.7,-4.0,0.0017811285,7.6416245e-06,0.00018384024
1.8,-4.1,0.0017659779,1.4275544e-05,0.00017831988
1.9,-4.2,0.0017368579,1.9431289e-05,0.00017237022
2.0,-4.3,0.0016843246,2.2693224e-05,0.00016599675
2.1,-4.4,0.0015971974,2.367322e-05,0.00015920195
2.2,-4.5,0.0014642661,2.2124637e-05,0.00015199363
2.3,-4.6,0.001276842,1.8371407e-05,0.00014440097
-0.7217141,-2.3479197,0.0019789024,-0.00033344788,0.00024406429
-0.7931558,-2.488925,0.0019060508,-0.00031988363,0.0003112383
-0.62323403,-2.2471623,0.0020377305,-0.00033132805,0.0001857799
-0.5259421,-2.1467338,0.0020830024,-0.00032321818,0.0001300414
-0.42719468,-2.046339,0.002094361,-0.00030441248,7.779067e-05
-0.3276732,-2.0442128,0.0020901095,-0.00028365757,7.06362e-05
0.3854258,-2.62147,0.0019990918,-0.00015738318,0.00017329091
0.27815664,-2.529992,0.0020230885,-0.000175522,0.00016457289
0.49346116,-2.7117994,0.0019762395,-0.00014028004,0.00017958629
0.17329742,-2.4371157,0.0020476673,-0.00019439685,0.00015291922
0.07138685,-2.3416967,0.0020710009,-0.00021367935,0.00013739365
-0.028613176,-2.2416966,0.0020889237,-0.00023252428,0.00011686018
-0.1286141,-2.1416974,0.0020956972,-0.00024974186,9.25851e-05
-0.22862053,-2.0417514,0.0020834422,-0.00026409837,6.423787e-05
0.5978592,-2.8052487,0.0019530747,-0.00012426099,0.00018503386
0.6999002,-2.901223,0.0019302525,-0.00010916983,0.00018946282
0.8,-3.0,0.0019080018,-9.488683e-05,0.00019299354
0.9,-3.1,0.0018872176,-8.132109e-05,0.00019528282
1.0,-3.2,0.0018684205,-6.852781e-05,0.00019631324
1.1,-3.3,0.0018517257,-5.6451896e-05,0.00019624356
1.2,-3.4,0.0018372247,-4.5052046e-05,0.00019520514
1.3,-3.5,0.0018249863,-3.4285902e-05,0.00019331445
1.4,-3.6,0.001815014,-2.4122437e-05,0.00019067327
1.5,-3.7,0.0018071387,-1.4548269e-05,0.00018737026
1.6,-3.8,0.0018007852,-5.586394e-06,0.00018348136
1.7,-3.9,0.0017945772,2.680518e-06,0.00017907146
1.8,-4.0,0.0017857787,1.0089253e-05,0.00017418581
1.9,-4.1,0.0017696988,1.6362826e-05,0.00016885718
2.0,-4.2,0.0017392515,2.1146232e-05,0.00016311342
2.1,-4.3,0.001684978,2.4029723e-05,0.00015694511
2.2,-4.4,0.0015957942,2.4624303e-05,0.00015036477
2.3,-4.5,0.0014607614,2.2738584e-05,0.00014339245
-0.8045019,-2.3759685,0.0019521168,-0.0003426,0.00027172535
-0.723412,-2.2502906,0.00202126,-0.00034950284,0.00020352667
-0.62427634,-2.1498303,0.0020738516,-0.0003432,0.00014328424
-0.5264931,-2.0493083,0.002096069,-0.0003263611,8.648511e-05
-0.32755956,-1.9454724,0.0020387354,-0.0002722405,3.3401328e-05
-0.42736903,-1.9479725,0.0020586243,-0.0002955921,3.7144688e-05
0.38001123,-2.5274134,0.0020318637,-0.00016513726,0.00015394548
0.48836583,-2.6181211,0.002008238,-0.00014789288,0.0001621926
0.27375188,-2.4356205,0.0020554776,-0.0001830095,0.00014296359
0.59479016,-2.7100055,0.0019845364,-0.00013164007,0.00016888443
0.17133574,-2.3405485,0.002077156,-0.00020097861,0.00012810485
0.07138688,-2.2416966,0.0020921724,-0.00021811921,0.000108719956
-0.028613176,-2.1416967,0.0020948993,-0.0002335538,8.571185e-05
-0.12861504,-2.041698,0.0020754142,-0.00024558365,5.927085e-05
-0.22809003,-1.9428035,0.0020157176,-0.00025028532,3.0045669e-05
0.69880164,-2.8035917,0.0019610743,-0.00011636769,0.00017433283
0.8,-2.9,0.0019378272,-0.0001019731,0.00017887968
0.9,-3.0,0.0019150033,-8.822005e-05,0.0001825652
1.0,-3.1,0.0018940223,-7.5228156e-05,0.0001848562
1.1,-3.2,0.0018750291,-6.2960564e-05,0.0001859303
1.2,-3.3,0.0018581441,-5.137433e-05,0.00018593138
1.3,-3.4,0.0018434605,-4.0429517e-05,0.00018498894
1.4,-3.5,0.001831046,-3.0088831e-05,0.00018321461
1.5,-3.6,0.0018208951,-2.0324742e-05,0.00018070718
1.6,-3.7,0.001812817,-1.1128652e-05,0.00017755263
1.7,-3.8,0.0018061956,-2.5282845e-06,0.00017382429
1.8,-3.9,0.0017995884,5.3863464e-06,0.00016958547
1.9,-4.0,0.0017901664,1.2442517e-05,0.00016488075
2.0,-4.1,0.0017731416,1.836275e-05,0.00015973904
2.1,-4.2,0.0017413526,2.27819e-05,0.0001541904
2.2,-4.3,0.0016853255,2.528862e-05,0.000148224
2.3,-4.4,0.0015940896,2.5512443e-05,0.00014185636
-0.81046385,-2.2703035,0.001997561,-0.00036274307,0.00022858176
-0.71972704,-2.1567388,0.0020604022,-0.00036250235,0.00015990935
-0.62622386,-2.0526423,0.002094706,-0.0003495986,9.7070726e-05
-0.5275484,-1.9519224,0.0020755657,-0.00032061702,4.2364278e-05
-0.42717516,-1.851249,0.0019438338,-0.00027034926,-2.869498e-07
-0.32715166,-1.8470249,0.0018983037,-0.00024398092,-1.0444514e-06
0.48219335,-2.5245075,0.0020401205,-0.00015511205,0.00014377052
0.375464,-2.433322,0.0020628243,-0.00017196103,0.0001332804
0.5906024,-2.6149204,0.0020167062,-0.0001387849,0.00015177425
0.2720614,-2.338694,0.0020825558,-0.00018873932,0.00011916825
0.6966877,-2.706674,0.001992906,-0.0001233479,0.00015838392
0.17138745,-2.2416954,0.0020945559,-0.00020441189,0.00010121816
0.07138695,-2.1416965,0.0020930131,-0.00021824194,7.94888e-05
-0.028613176,-2.0416968,0.002065769,-0.00022813257,5.4731197e-05
-0.1286169,-1.9416993,0.0019921365,-0.00023002815,2.7390453e-05
-0.22777897,-1.8442708,0.0018543227,-0.00022048785,-1.1259384e-06
0.79970485,-2.8013883,0.0019688278,-0.00010877943,0.00016403338
0.9,-2.9,0.0019446425,-9.493993e-05,0.00016893665
1.0,-3.0,0.0019216434,-8.1775135e-05,0.000172572
1.1,-3.1,0.0019004886,-6.933484e-05,0.00017485394
1.2,-3.2,0.0018813198,-5.7574194e-05,0.000175959
1.3,-3.3,0.0018642626,-4.6460933e-05,0.00017602005
1.4,-3.4,0.0018494133,-3.595686e-05,0.00017516318
1.5,-3.5,0.001836837,-2.6028858e-05,0.00017349565
1.6,-3.6,0.0018265196,-1.6652855e-05,0.00017111289
1.7,-3.7,0.0018182471,-7.824887e-06,0.00016809822
1.8,-3.8,0.0018113618,4.227214e-07,0.00016452244
1.9,-3.9,0.0018043526,7.993029e-06,0.00016044658
2.0,-4.0,0.0017942975,1.47033825e-05,0.00015591612
2.1,-4.1,0.0017763134,2.0276504e-05,0.00015095403
2.2,-4.2,0.0017431664,2.4338082e-05,0.00014559203
2.3,-4.3,0.0016853742,2.6473708e-05,0.00013982467
-0.81181645,-2.1702929,0.002041205,-0.00038020292,0.00018172171
-0.7248163,-2.0598488,0.0020890501,-0.00037330762,0.000111900736
-0.6283352,-1.9563255,0.002088036,-0.00034726888,4.9202405e-05
-0.527874,-1.8556705,0.0019863353,-0.00029913435,8.816608e-07
-0.42653716,-1.7543077,0.0017145268,-0.00022523756,-3.282583e-05
-0.32686514,-1.7491325,0.0016442836,-0.0001988725,-2.9637353e-05
0.5838533,-2.52132,0.00204777,-0.00014550505,0.00013412246
0.4769413,-2.4306624,0.0020694428,-0.0001613526,0.00012403673
0.37328455,-2.3366466,0.002087061,-0.00017691814,0.00011062873
0.6926831,-2.6118977,0.002024553,-0.00012999987,0.0001419373
0.27139017,-2.2416904,0.0020961165,-0.00019133139,9.4165865e-05
0.79764545,-2.7052,0.002000145,-0.0001152912,0.00014877606
0.17138802,-2.1416943,0.0020901202,-0.00020368228,7.369408e-05
0.07138707,-2.041696,0.0020547493,-0.00021162447,5.051467e-05
-0.028613176,-1.9416968,0.0019685188,-0.00021127307,2.5161553e-05
-0.12795174,-1.8429835,0.001813194,-0.00019957792,-9.282124e-07
-0.22724506,-1.7462285,0.0015836715,-0.00017690336,-2.627293e-05
0.8998648,-2.8012338,0.0019754714,-0.00010136915,0.00015458086
1.0,-2.9,0.0019510866,-8.814815e-05,0.00015942233
1.1,-3.0,0.0019279442,-7.554923e-05,0.00016299232
1.2,-3.1,0.0019066335,-6.363737e-05,0.00016525727
1.3,-3.2,0.0018873074,-5.2366293e-05,0.00016638276
1.4,-3.3,0.0018700948,-4.170975e-05,0.00016649492
1.5,-3.4,0.0018550947,-3.1632444e-05,0.00016571478
1.6,-3.5,0.00184237,-2.2104654e-05,0.00016414566
1.7,-3.6,0.0018318968,-1.3105661e-05,0.00016187945
1.8,-3.7,0.0018234376,-4.6359246e-06,0.00015899683
1.9,-3.8,0.001816291,3.2674216e-06,0.0001555663
2.0,-3.9,0.0018088759,1.05013205e-05,0.00015164581
2.1,-4.0,0.0017981784,1.6873208e-05,0.0001472815
2.2,-4.1,0.0017792204,2.2104916e-05,0.00014249151
2.3,-4.2,0.0017446984,2.5812355e-05,0.00013731144
-0.82210803,-2.0703244,0.002077394,-0.00039654292,0.00013115196
-0.73021394,-1.9626694,0.002095599,-0.000375846,5.967571e-05
