x,y,u,v,p
-2.2147644,-0.83687586,0.0006961874,-0.0007555011,0.000691925
-2.1202471,-0.823103,0.0,0.0,0.00060823985
-2.5719922,-1.2127984,0.0013253195,-0.0009825946,0.0010835972
-2.6717682,-1.3124119,0.001310242,-0.0008784525,0.001151172
-2.7718744,-1.4119447,0.0012909254,-0.00078540377,0.0012013762
-2.87246,-1.5132744,0.0012691807,-0.00070096675,0.0012380431
-2.974214,-1.6136951,0.0012455267,-0.0006247087,0.0012654209
-3.0802846,-1.7115874,0.0012201865,-0.00055517047,0.0012874176
-3.500068,-2.2997453,0.0011314577,-0.0002994893,0.0012852738
-3.60003,-2.3998306,0.0011130698,-0.0002611655,0.0012875542
-3.6000206,-2.4998677,0.0011125333,-0.00024419997,0.001270976
-3.1894026,-1.9051058,0.0011984492,-0.00046567697,0.0012818009
-3.2949288,-2.00156,0.0011738869,-0.0004119225,0.0012933485
-3.3986843,-2.0997937,0.0011515432,-0.00036304726,0.0013004851
-3.500093,-2.1997025,0.0011314343,-0.00031865467,0.0013040932
-3.187508,-1.8064766,0.0011951732,-0.000492743,0.0013041173
-2.574323,-1.1133826,0.0012803648,-0.001030423,0.0011182929
-2.479435,-1.0169133,0.0012658661,-0.0011369737,0.0010349958
-2.390771,-0.92032135,0.0011833305,-0.0011856663,0.0009476278
-2.3313417,-0.8103229,0.00093613914,-0.0010615743,0.0009218082
-2.2689736,-0.7515961,0.00054702215,-0.00069379224,0.0008850464
-2.1868062,-0.74827945,0.0,0.0,0.0008284103
-2.672466,-1.2115707,0.0012769263,-0.0009236183,0.0011833784
-2.7724764,-1.31081,0.0012662775,-0.0008265109,0.0012323826
-2.8723042,-1.4112028,0.0012514667,-0.0007388944,0.0012675524
-2.974113,-1.5122844,0.0012330639,-0.0006587706,0.0012935817
-3.0789387,-1.611606,0.0012119608,-0.0005857797,0.0013135332
-3.186385,-1.7082627,0.0011896339,-0.00051960954,0.0013288531
-3.600043,-2.2997882,0.0011132596,-0.00027842316,0.00130544
-3.700017,-2.399873,0.0010966923,-0.00024163858,0.0013053563
-3.7000113,-2.4999049,0.0010964273,-0.00022610606,0.0012884074
-3.2936704,-1.9022883,0.0011718011,-0.00043617404,0.0013152139
-3.3972218,-2.0003383,0.0011504734,-0.00038490407,0.0013213692
-3.5001252,-2.0996633,0.0011307262,-0.00033809227,0.0013244353
-3.600061,-2.1997418,0.0011129794,-0.00029591666,0.0013247275
-3.2922637,-1.8032478,0.0011681794,-0.000460574,0.0013389931
-2.674366,-1.1124692,0.0012356369,-0.00096466474,0.0012225348
-2.5784273,-1.0155886,0.0012250824,-0.0010715043,0.0011624723
-2.4870882,-0.920414,0.0011826978,-0.0011611995,0.0010915629
-2.410007,-0.82255024,0.0010451304,-0.0011515148,0.0010370304
-2.3330722,-0.76472336,0.0008292231,-0.0009871233,0.00097526563
-2.3755372,-0.6676329,0.00060595135,-0.00080228125,0.0011399122
-2.2498386,-0.67046195,0.0,0.0,0.0010553242
-2.7728763,-1.2102214,0.0012351336,-0.00086573744,0.0012683157
-2.872734,-1.3104609,0.0012283315,-0.0007749229,0.0013013982
-2.9737363,-1.411392,0.0012164916,-0.00069208257,0.001325058
-3.0778277,-1.5114644,0.0012004208,-0.00061601104,0.0013427769
-3.1838007,-1.6087831,0.0011819644,-0.00054724474,0.0013558666
-3.2916002,-1.7038435,0.0011624864,-0.00048479994,0.0013652928
-3.700025,-2.2998345,0.0010966551,-0.0002573808,0.0013236013
-3.8000088,-2.3999119,0.0010817602,-0.00022214527,0.0013213817
-3.8000057,-2.4999366,0.0010816916,-0.00020800269,0.0013041623
-3.3965733,-1.9006289,0.0011480387,-0.0004067888,0.0013443443
-3.4991417,-1.99968,0.0011293554,-0.0003579412,0.0013461775
-3.600085,-2.0996945,0.0011120979,-0.000313581,0.0013455099
-3.7000368,-2.199789,0.001096207,-0.00027328072,0.0013432215
-3.3966138,-1.8008572,0.0011440511,-0.00042849738,0.0013694923
-2.7736604,-1.110956,0.0011973045,-0.0009014994,0.0013097697
-2.6769898,-1.013439,0.0011856471,-0.0010012378,0.0012693846
-2.5822346,-0.9168589,0.0011577304,-0.0011040652,0.0012168603
-2.4906666,-0.8216355,0.0010756298,-0.0011582264,0.0011562931
-2.3998995,-0.71498245,0.0008301452,-0.0010193728,0.0011219223
-2.4252536,-0.5926932,0.00056134764,-0.0007819054,0.0012721511
-2.309274,-0.58986354,0.0,0.0,0.0012065821
-2.8729918,-1.2101117,0.0011995313,-0.00080898963,0.0013397792
-2.9738264,-1.3109422,0.0011951174,-0.0007237116,0.0013606295
-3.0764847,-1.4112785,0.0011852802,-0.00064562546,0.0013752417
-3.1821532,-1.5097735,0.0011712853,-0.0005739148,0.001385857
-3.2890863,-1.6049668,0.0011551378,-0.0005092616,0.0013932225
-3.395289,-1.7014008,0.0011387423,-0.00045037948,0.0013962968
-3.8000133,-2.2998798,0.0010815699,-0.00023642955,0.0013398787
-3.9000041,-2.3999438,0.0010682276,-0.00020273819,0.0013357261
-3.9000025,-2.4999614,0.0010682913,-0.00018994203,0.0013183195
-3.498952,-1.8997321,0.0011267834,-0.00037761452,0.0013698696
-3.6001167,-1.9996504,0.0011104667,-0.00033131323,0.0013678856
-3.7000535,-2.0997388,0.001095234,-0.00028926774,0.0013642972
-3.8000202,-2.1998396,0.0010810291,-0.00025080616,0.0013597201
-3.4992123,-1.7997441,0.0011228933,-0.00039706324,0.0013955728
-2.8731074,-1.1100022,0.0011647607,-0.00084029586,0.0013831116
-2.7752104,-1.0114466,0.0011519359,-0.00093295873,0.0013582194
-2.679401,-0.9139403,0.0011266018,-0.0010320956,0.0013241973
-2.5859928,-0.8210591,0.0010804568,-0.0011214298,0.0012804182
-2.5060844,-0.7211001,0.0009482269,-0.0011190532,0.0012488995
-2.525681,-0.6653445,0.0008814508,-0.0010813671,0.0013170762
-2.5433733,-0.6026875,0.0008093975,-0.0010445397,0.0013912084
-2.4707267,-0.5129502,0.00049947854,-0.00074067235,0.0014025646
-2.365492,-0.5069891,0.0,0.0,0.0013498903
-2.973057,-1.2100538,0.0011688096,-0.00075393746,0.0014002426
-3.0750883,-1.3108948,0.0011660301,-0.0006739721,0.0014113619
-3.1801393,-1.4100453,0.0011574648,-0.00060014514,0.0014189611
-3.287135,-1.5059108,0.0011452077,-0.00053294195,0.001423973
-3.3939457,-1.6019677,0.0011315761,-0.000471858,0.0014253356
-3.4985929,-1.6998488,0.0011177566,-0.00041646665,0.0014230388
-3.9000063,-2.2999198,0.0010679453,-0.0002156198,0.0013543885
-4.000002,-2.399968,0.0010560451,-0.00018345506,0.0013484797
-4.000001,-2.499979,0.0010561902,-0.00017196423,0.0013309522
-3.6001573,-1.8996147,0.0011079232,-0.0003489847,0.0013919626
-3.7000763,-1.9996861,0.0010936159,-0.00030525215,0.0013869103
-3.8000305,-2.0997913,0.00108004,-0.00026520816,0.0013809724
-3.90001,-2.1998878,0.0010673675,-0.00022854067,0.001374361
-3.6002073,-1.7995933,0.0011043159,-0.00036644936,0.001417838
-2.9731221,-1.1099957,0.0011371876,-0.00078080286,0.0014445436
-2.8743012,-1.0100824,0.0011234967,-0.00086717086,0.0014325688
-2.7767296,-0.9110434,0.0010986973,-0.00095943024,0.0014137902
-2.680379,-0.81433696,0.0010586279,-0.0010552297,0.0013860296
-2.581289,-0.75405985,0.0010188924,-0.0011285839,0.0013210928
-2.6519184,-0.70586264,0.00097110035,-0.0010823974,0.001427869
-2.6623337,-0.6075662,0.00088033,-0.0010683901,0.0015123682
-2.573476,-0.5224944,0.0007268696,-0.00100291,0.0014987899
-2.4184644,-0.42200324,0.0,0.0,0.0014979532
-2.5200262,-0.4283287,0.00044495583,-0.00070442504,0.0015443545
-3.0745084,-1.2105395,0.0011421407,-0.00069994555,0.00145174
-3.177724,-1.3101379,0.0011402414,-0.00062527787,0.0014552306
-3.2851667,-1.4068677,0.0011325768,-0.00055577024,0.0014574421
-3.392033,-1.5027864,0.0011224378,-0.0004927811,0.0014565636
-3.4976218,-1.6001502,0.0011110806,-0.00043542276,0.0014524907
-3.6002672,-1.6995916,0.0010994965,-0.00038354777,0.0014455877
-4.000003,-2.299952,0.0010557193,-0.0001949868,0.0013672393
-4.1000004,-2.399984,0.0010451683,-0.0001643218,0.0013597277
-4.1000004,-2.49999,0.001045354,-0.00015409775,0.0013421313
-3.700107,-1.899636,0.001091222,-0.00032111822,0.0014111424
-3.8000455,-1.9997362,0.0010785003,-0.00027955047,0.0014037009
-3.9000158,-2.0998464,0.0010664143,-0.00024143937,0.0013956965
-4.0000043,-2.1999292,0.0010551497,-0.00020651678,0.0013872733
-3.7001479,-1.7995949,0.00108792,-0.00033672195,0.0014370696
-3.0731294,-1.1099926,0.0011137228,-0.0007237984,0.0014958542
-2.9731367,-1.0099894,0.0011002072,-0.0008041766,0.0014935961
-2.874329,-0.90920967,0.0010757556,-0.0008903219,0.0014873953
-2.7723424,-0.8079828,0.0010372307,-0.0009848543,0.0014721061
-2.6574082,-0.5390059,0.00080810866,-0.0010548214,0.0015675237
-2.7649438,-0.7064268,0.000969205,-0.0010038848,0.0015327202
-2.7622275,-0.60467154,0.0008911791,-0.0010075204,0.0016054265
-2.624357,-0.44098753,0.00066372356,-0.0009625211,0.0016249189
-2.4683516,-0.33517057,0.0,0.0,0.001640768
-2.569185,-0.34281015,0.00040049618,-0.0006753661,0.0016797426
-3.175696,-1.210322,0.0011191389,-0.00064834795,0.0014951067
-3.2823825,-1.308239,0.0011172723,-0.0005775298,0.0014933783
-3.3907592,-1.4030468,0.0011107569,-0.0005126276,0.0014906434
-3.4961555,-1.500461,0.001102684,-0.00045380785,0.0014840703
-3.5989165,-1.5995425,0.0010935196,-0.00040052104,0.0014750431
-3.7001996,-1.69957,0.0010835832,-0.00035191112,0.001464754
-4.100001,-2.2999747,0.0010448366,-0.00017455255,0.001378532
-4.2000003,-2.3999932,0.0010355554,-0.00014535326,0.0013695484
-4.2000003,-2.499996,0.0010357507,-0.00013636093,0.0013519224
-3.8000665,-1.8996773,0.0010763059,-0.0002937277,0.0014279672
-3.9000242,-1.9997951,0.0010650019,-0.0002542377,0.0014184456
-4.000007,-2.0998976,0.001054271,-0.00021798901,0.0014086221
-4.100002,-2.1999607,0.0010443078,-0.00018475155,0.0013985756
-3.800096,-1.7996199,0.0010733496,-0.00030761262,0.0014538275
-3.174346,-1.11014,0.0010937206,-0.00066866877,0.0015389258
-3.0731366,-1.0099894,0.0010804976,-0.00074342435,0.0015446077
-2.973609,-0.90894955,0.0010572654,-0.0008231052,0.0015483476
-2.8718116,-0.8066157,0.0010212491,-0.0009098352,0.0015469908
-2.7270873,-0.48198366,0.00077353837,-0.0010032452,0.0016735286
-2.86795,-0.70404464,0.0009600242,-0.00092356995,0.0016107317
-2.858594,-0.5976906,0.00088864396,-0.00093367574,0.0016790796
-2.6709347,-0.35461712,0.00059900497,-0.0009148017,0.0017443813
-2.613137,-0.25416946,0.00035233228,-0.000631914,0.0018039156
-2.5152643,-0.24669528,0.0,0.0,0.0017721573
-3.2791572,-1.2100776,0.0010989993,-0.0005977122,0.0015320979
-3.387243,-1.3043433,0.0010970832,-0.0005318073,0.0015263625
-3.4946198,-1.4007396,0.0010922971,-0.00047125787,0.0015179272
-3.599074,-1.4994742,0.0010857478,-0.00041619517,0.0015068774
-3.700263,-1.5995682,0.0010780825,-0.00036647514,0.0014942584
-3.800136,-1.6995716,0.0010695239,-0.000321056,0.0014813279
-4.2000003,-2.2999887,0.0010352453,-0.00015432766,0.0013883589
-4.3,-2.3999977,0.0010271695,-0.00012655483,0.0013780121
-4.3,-2.4999988,0.0010273524,-0.00011876305,0.0013603845
-3.900037,-1.8997347,0.0010630443,-0.00026684004,0.0014426535
-4.0000114,-1.9998555,0.0010530151,-0.00022933322,0.0014313223
-4.100003,-2.0999398,0.00104353,-0.00019486855,0.0014198873
-4.200001,-2.1999815,0.0010347799,-0.00016325,0.0014083755
-3.900056,-1.7996681,0.001060453,-0.00027913233,0.0014683588
-3.2740548,-1.111272,0.0010773502,-0.0006167901,0.0015736552
-3.1723034,-1.0095737,0.0010641811,-0.0006862081,0.0015863787
-3.0728765,-0.90798926,0.0010419359,-0.00075950514,0.0015986038
-2.9721582,-0.80625176,0.0010083447,-0.00083834573,0.0016077752
-2.8543782,-0.4952333,0.0008144909,-0.0009290208,0.001753447
-2.768614,-0.37798893,0.00069364737,-0.00095150317,0.0017909029
-2.9657326,-0.60189253,0.0008950418,-0.00085221115,0.0017378114
-2.9690018,-0.7037092,0.0009541267,-0.0008487362,0.0016708556
-2.7099853,-0.26557353,0.00053287507,-0.0008593882,0.0018555205
-2.5593088,-0.15675792,0.0,0.0,0.0018947611
-2.6538415,-0.16394635,0.0003063856,-0.00058425014,0.0019205319
-3.3841689,-1.2068435,0.0010808334,-0.00054892374,0.0015645269
-3.493642,-1.3010099,0.0010796358,-0.0004870024,0.0015543662
-3.5978553,-1.3996061,0.0010765286,-0.00043131088,0.0015404538
-3.7003372,-1.4995946,0.0010712905,-0.00038021913,0.0015256274
-3.800189,-1.5995419,0.0010647203,-0.0003338858,0.0015105049
-3.9000833,-1.6996013,0.0010571398,-0.00029098094,0.0014955909
-4.3,-2.2999961,0.0010268992,-0.00013431256,0.0013968024
-4.4,-2.3999994,0.0010199781,-0.00010792388,0.0013851811
-4.4,-2.4999998,0.0010201341,-0.00010130547,0.0013675705
-4.000018,-1.8998013,0.0010513125,-0.00024046384,0.0014554053
-4.1000047,-1.9999098,0.0010424486,-0.00020484086,0.0014424912
-4.200001,-2.0999699,0.0010341184,-0.00017207596,0.0014296161
-4.3,-2.1999931,0.0010265103,-0.0001420066,0.0014167682
-4.0000286,-1.799735,0.0010490927,-0.00025127924,0.0014808951
-3.3756552,-1.1119648,0.0010630495,-0.0005665445,0.0016028738
-3.269834,-1.0097667,0.0010510387,-0.0006327246,0.0016199651
-3.1723208,-0.9075523,0.0010298722,-0.000699124,0.0016391895
-3.0731418,-0.80662507,0.0009988423,-0.00077030377,0.0016566013
-2.8699503,-0.393685,0.0007411381,-0.0008993901,0.0018421023
-2.9662573,-0.50034887,0.0008318344,-0.00084495556,0.0018100031
-2.80474,-0.27797,0.0006185654,-0.00089434104,0.001900093
-3.0709867,-0.6036363,0.0008996168,-0.0007762765,0.001782751
-3.072123,-0.7050416,0.00095122587,-0.0007763928,0.0017179999
-2.7483308,-0.1718993,0.00046879207,-0.0007960326,0.00196462
-2.6929374,-0.07123651,0.00026404747,-0.0005354127,0.0020316835
-2.6003685,-0.06541923,0.0,0.0,0.0020101783
-3.4935784,-1.2016534,0.0010645337,-0.0005006292,0.0015933455
-3.597436,-1.2998801,0.0010653872,-0.00044463115,0.0015763625
-3.699217,-1.3995708,0.001063235,-0.00039335797,0.0015586986
-3.8002563,-1.4995401,0.0010588377,-0.00034591084,0.0015413772
-3.9001217,-1.5995437,0.0010530194,-0.00030223164,0.0015243666
-4.000045,-1.699659,0.0010462851,-0.00026166084,0.0015078059
-4.4,-2.299999,0.0010197579,-0.00011449949,0.0014039349
-4.5,-2.3999999,0.0010139517,-8.945249e-05,0.0013911122
-4.5,-2.5,0.0010140735,-8.398433e-05,0.0013735291
-4.1000075,-1.8998677,0.0010410085,-0.00021459267,0.0014664062
-4.2000017,-1.999952,0.0010332186,-0.00018075033,0.0014520943
-4.3,-2.099988,0.0010259716,-0.00014959848,0.0014379183
-4.4,-2.1999981,0.0010194506,-0.00012100724,0.0014238372
-4.100013,-1.7998109,0.001039154,-0.00022403455,0.001491643
-3.4868102,-1.1050013,0.0010484963,-0.0005149848,0.001631788
-3.3611035,-1.012434,0.0010413585,-0.00058505347,0.0016448012
-3.26996,-0.90674376,0.0010202847,-0.00064304064,0.0016716374
-3.1736722,-0.8060618,0.0009916564,-0.00070672284,0.0016957587
-2.9763272,-0.4007023,0.0007683799,-0.0008225932,0.0018875044
-2.899715,-0.29222783,0.00067181117,-0.0008508446,0.0019380851
-3.0740433,-0.5033474,0.00084561,-0.00076647085,0.0018511498
-2.8415952,-0.18038079,0.0005521944,-0.00082883314,0.002002216
-3.1758606,-0.6048569,0.00090539444,-0.0007060899,0.00181666
-3.175081,-0.70470166,0.00094979594,-0.00070907513,0.0017554055
-2.7851734,-0.07803312,0.00041120744,-0.00073024386,0.0020667266
-2.7298353,0.02232986,0.00022638169,-0.00048593085,0.0021344041
-2.6385977,0.02713987,0.0,0.0,0.002116683
-3.600566,-1.1998687,0.0010519281,-0.0004549849,0.0016151916
-3.6993828,-1.2998687,0.0010535226,-0.00040460617,0.001593815
-3.8003376,-1.3995727,0.0010517972,-0.0003569122,0.0015739406
-3.9001749,-1.4995074,0.0010480155,-0.00031271094,0.0015546846
-4.0000687,-1.5995799,0.001042822,-0.00027147296,0.001536138
-4.1000204,-1.699738,0.0010368297,-0.00023306295,0.0015182028
-4.5,-2.3,0.0010137854,-9.487548e-05,0.001409822
-4.6,-2.4,0.0010090637,-7.113664e-05,0.0013958556
-4.6,-2.5,0.0010091497,-6.679893e-05,0.0013783034
-4.2000027,-1.8999244,0.0010320375,-0.00018920682,0.0014758171
-4.3000007,-1.9999794,0.0010252515,-0.00015704043,0.0014602563
-4.4,-2.0999966,0.0010190334,-0.00012741453,0.0014448887
-4.5,-2.1999998,0.001013558,-0.00010023274,0.0014296569
-4.2000046,-1.7998837,0.0010305324,-0.00019736761,0.0015007841
-3.4319787,-1.0067959,0.0010338492,-0.0005502162,0.0016641063
-3.5985603,-1.1025864,0.0010374698,-0.00046507872,0.0016538242
-3.361633,-0.9041039,0.0010124389,-0.0005934396,0.00169746
-3.2744932,-0.8051312,0.0009864409,-0.00064678164,0.0017268664
-2.9954326,-0.29999983,0.0007060354,-0.00078498514,0.001970104
-3.081576,-0.40421173,0.00079066696,-0.00074647175,0.0019219393
-2.9306405,-0.19081733,0.00060686603,-0.0007923571,0.0020315666
-3.1799405,-0.504623,0.00085842557,-0.0006948899,0.001881177
-2.8778229,-0.084290765,0.000493446,-0.00075968803,0.0020966937
-3.2790139,-0.7043469,0.00095000846,-0.0006456348,0.0017841378
-3.2810485,-0.60465914,0.0009114719,-0.0006406766,0.0018422559
-2.820925,0.015742743,0.0003604429,-0.0006624774,0.002160908
-2.7641478,0.115971565,0.0001930339,-0.00043562148,0.0022267746
-2.6740062,0.120814286,0.0,0.0,0.0022130175
-3.700567,-1.1998106,0.0010421845,-0.0004139342,0.0016310781
-3.80043,-1.2996399,0.001043514,-0.00036664057,0.0016081814
-3.9002452,-1.3995055,0.0010420582,-0.0003222307,0.0015865222
-4.0001044,-1.4995092,0.0010386399,-0.00028056404,0.0015658743
-4.1000333,-1.5996506,0.0010339824,-0.00024156022,0.0015460737
-4.200008,-1.6998255,0.0010286603,-0.0002051432,0.0015269849
-4.6,-2.3,0.0010089488,-7.5432064e-05,0.0014145205
-4.7,-2.4,0.001005301,-5.3015745e-05,0.0013994355
-4.7,-2.5,0.0010053546,-4.9789003e-05,0.001381912
-4.300001,-1.8999652,0.0010243173,-0.00016427529,0.0014837795
-4.4,-1.9999937,0.0010184831,-0.0001336809,0.0014670847
-4.5,-2.0999994,0.001013254,-0.00010549747,0.0014506112
-4.6,-2.2,0.0010087943,-7.9669044e-05,0.0014342916
-4.3000016,-1.7999419,0.0010231369,-0.00017123626,0.0015084769
-3.4374123,-0.90949875,0.0010096953,-0.00055405573,0.0017115095
-3.5154734,-1.0080218,0.0010271288,-0.0005098451,0.0016797881
-3.6066718,-1.0042857,0.001020283,-0.00046820496,0.0016964728
-3.7011242,-1.1010048,0.0010297396,-0.00042146977,0.0016694228
-3.377063,-0.8032295,0.0009826362,-0.00058959844,0.0017519677
-3.0922525,-0.30510047,0.0007354292,-0.00071680563,0.0019941297
-3.016761,-0.19463928,0.00064321375,-0.0007361746,0.0020556299
-3.18491,-0.40469867,0.00080988137,-0.0006767111,0.0019469708
-2.971511,-0.086366825,0.0005495875,-0.00071869476,0.0021248308
-3.2844281,-0.5043058,0.000870678,-0.0006293847,0.0019026573
-2.9132278,0.009829368,0.00044267677,-0.00068712555,0.002182026
-3.386237,-0.6037072,0.00091826945,-0.00057990773,0.0018607884
-3.3847828,-0.7052321,0.00095215364,-0.0005854324,0.0018052332
-2.8546815,0.10875255,0.000316289,-0.00059258076,0.0022451924
-2.7956932,0.20978774,0.00016301553,-0.00038359064,0.0023082574
-2.7064734,0.21554837,0.0,0.0,0.002298644
-3.8005254,-1.1997324,0.0010339499,-0.00037488484,0.0016440146
-3.9003346,-1.2995474,0.0010350866,-0.00033058904,0.0016198355
-4.000156,-1.3994635,0.0010336824,-0.00028876777,0.0015969782
-4.100053,-1.499555,0.0010305626,-0.0002493947,0.0015752275
-4.200013,-1.5997462,0.0010263806,-0.00021243245,0.001554397
-4.3000026,-1.6999049,0.0010216783,-0.0001778469,0.0015343282
-4.7,-2.3,0.0010052307,-5.6207242e-05,0.001418061
-4.8,-2.4,0.0010026433,-3.5359604e-05,0.0014019097
-4.8,-2.5,0.0010026712,-3.3210345e-05,0.0013844093
-4.4,-1.8999884,0.0010177761,-0.00013975799,0.0014904141
-4.5,-1.9999989,0.0010128574,-0.00011063637,0.0014726735
-4.6,-2.1,0.00100859,-8.382646e-05,0.0014551576
-4.7,-2.2,0.001005137,-5.9351554e-05,0.0014377778
-4.4000006,-1.7999789,0.001016889,-0.00014558953,0.0015148569
-3.485512,-0.92664117,0.0010119778,-0.000529024,0.0017122893
-3.48791,-0.8108311,0.0009830254,-0.0005318927,0.001767531
-3.536314,-0.899682,0.0010029547,-0.00050623,0.0017329128
-3.6093512,-0.8988976,0.0010005543,-0.00047202475,0.0017429579
-3.7027798,-1.0007459,0.0010152248,-0.0004264457,0.0017101371
-3.8006098,-1.0998316,0.0010230868,-0.00038143495,0.0016813366
-3.109719,-0.2093923,0.0006847509,-0.00067644304,0.0020646858
-3.191811,-0.3049924,0.00076061726,-0.0006504779,0.002013395
-3.05233,-0.09878409,0.0005960283,-0.00067315454,0.0021330984
-3.2884948,-0.40385687,0.0008284263,-0.0006118217,0.0019641987
-3.0070386,0.008252778,0.00050357805,-0.0006473597,0.0022014088
-3.3889263,-0.50300497,0.00088291254,-0.00056858937,0.0019173133
-2.9472063,0.10194901,0.00039956428,-0.00061189017,0.0022575702
-3.4905412,-0.70506996,0.0009548111,-0.0005292645,0.0018206526
-3.4911263,-0.6035764,0.00092588435,-0.00052375806,0.0018727843
-2.8858516,0.2012066,0.00027778643,-0.000519586,0.002319088
-2.8247488,0.3045621,0.00013581065,-0.0003292069,0.0023798733
-2.7360227,0.3112327,0.0,0.0,0.0023740921
-3.900441,-1.1996334,0.0010270712,-0.00033757984,0.0016545508
-4.000228,-1.2994616,0.0010279038,-0.00029590653,0.0016293882
-4.100084,-1.3994654,0.0010265259,-0.00025642192,0.0016056161
-4.200022,-1.4996445,0.0010236545,-0.00021912264,0.0015829838
-4.3000045,-1.5998478,0.0010199108,-0.00018402138,0.0015613019
-4.400001,-1.6999619,0.0010157988,-0.00015111126,0.0015403839
-4.8,-2.3,0.0010026069,-3.7483547e-05,0.0014205049
-4.9,-2.5,0.0010009863,-1.8349458e-05,0.0013860014
-4.9,-2.4,0.0010009756,-1.9535719e-05,0.0014034857
-4.5,-1.8999978,0.0010123518,-0.00011560971,0.0014958251
-4.6,-2.0,0.0010083257,-8.787803e-05,0.0014771017
-4.7,-2.1,0.0010050143,-6.243312e-05,0.0014585706
-4.8,-2.2,0.0010025589,-3.9574174e-05,0.0014401808
-4.5,-1.7999958,0.0010117211,-0.000120371296,0.0015200394
-3.6007748,-0.7984215,0.0009799255,-0.00047722808,0.0017874739
-3.7032437,-0.89974046,0.0009987314,-0.00042961538,0.001752572
-3.8006632,-0.9999147,0.0010108546,-0.00038604182,0.0017201317
-3.9005566,-1.0997485,0.0010179767,-0.00034299336,0.0016905855
-3.2040558,-0.20727366,0.0007137303,-0.00061453576,0.002078368
-3.124987,-0.11953103,0.0006390992,-0.0006340839,0.0021290944
-3.2946367,-0.30347538,0.00078575156,-0.0005868398,0.0020260534
-3.0956366,0.0027664013,0.00055434194,-0.0005978923,0.0022079404
-3.3924546,-0.40276673,0.0008465094,-0.0005515897,0.0019743256
-3.0420747,0.09459199,0.00046890287,-0.00057630084,0.0022646256
-3.4936142,-0.50259143,0.0008956233,-0.0005123737,0.0019256754
-2.9779484,0.19107087,0.0003632186,-0.00053547346,0.0023223008
-3.596057,-0.70200765,0.0009578509,-0.0004770349,0.001832539
-3.595347,-0.60205907,0.0009334393,-0.0004716422,0.0018807428
-2.9148104,0.2935984,0.00024462506,-0.00044306563,0.0023832037
-2.8535748,0.40230808,0.00011335719,-0.00027108093,0.0024427685
-2.7625256,0.40780523,0.0,0.0,0.00244071
-4.000325,-1.1995181,0.0010212715,-0.0003017969,0.001663021
-4.100131,-1.2994051,0.0010218344,-0.00026248684,0.001637168
-4.2000365,-1.3995259,0.0010204476,-0.00022509039,0.0016126895
-4.300008,-1.4997633,0.0010178058,-0.00018966437,0.0015893534
-4.4000015,-1.5999323,0.0010144833,-0.00015625138,0.001566955
-4.5,-1.6999916,0.0010109494,-0.00012486851,0.0015452795
-4.9,-2.3,0.0010009618,-2.0707344e-05,0.0014220596
-5.0,-2.4,0.001,0.0,0.001404087
-4.6,-1.9,0.0010079909,-9.17924e-05,0.0015000998
-4.7,-2.0,0.0010048565,-6.5432454e-05,0.0014804187
-4.8,-2.1,0.0010024963,-4.162123e-05,0.0014609196
-4.9,-2.2,0.0010009437,-2.1859712e-05,0.0014417077
-4.6,-1.8,0.0010075752,-9.5533156e-05,0.0015241196
-3.7013428,-0.79927796,0.0009809564,-0.00043099892,0.0017959086
-3.800662,-0.8999654,0.0009972198,-0.00038839894,0.0017602643
-3.9006643,-0.9998639,0.0010077591,-0.00034660462,0.0017278284
-4.0004487,-1.0996331,0.0010137606,-0.00030624992,0.001697776
-3.2152197,-0.111861326,0.0006689888,-0.00057316385,0.0021405776
-3.300198,-0.2014409,0.0007420476,-0.0005554963,0.0020879528
-3.1760917,-0.034242705,0.00061382423,-0.000565091,0.0021886323
-3.3959937,-0.30139273,0.00080889574,-0.00052877376,0.0020318148
-3.1373463,0.08293628,0.00053090503,-0.0005294825,0.002260439
-3.495363,-0.4018563,0.0008641331,-0.00049673114,0.0019788241
-3.0734227,0.17845663,0.00043974092,-0.0005047892,0.0023188402
-3.5969913,-0.5014354,0.00090774364,-0.00046085753,0.0019299319
-3.006542,0.28227058,0.00033088552,-0.00045444747,0.00237955
-3.699235,-0.6997825,0.00096174784,-0.00042927457,0.0018400582
-3.6986768,-0.60059816,0.00094120146,-0.00042346976,0.0018849925
-2.9406946,0.3843785,0.0002177791,-0.00036485013,0.00243663
-2.901366,0.5027607,0.000118863616,-0.00022074366,0.0024922926
-2.786042,0.5051481,0.0,0.0,0.0024908725
-4.1002016,-1.1994032,0.0010164635,-0.00026742613,0.0016697882
-4.20006,-1.299407,0.0010167297,-0.00023020181,0.0016434365
-4.300013,-1.3996449,0.0010153371,-0.00019467235,0.0016184221
-4.4000025,-1.4998816,0.0010129218,-0.00016093037,0.0015945178
-4.5000005,-1.5999831,0.0010100213,-0.00012904266,0.0015714976
-4.6,-1.7,0.0010070682,-9.9058925e-05,0.0015491187
-5.0,-2.3,0.001,0.0,0.0014226525
-4.7,-1.9,0.0010046577,-6.832636e-05,0.0015032939
-4.8,-2.0,0.0010024165,-4.3611784e-05,0.0014826977
-4.9,-2.1,0.0010009203,-2.2987291e-05,0.0014624102
-5.0,-2.2,0.001,0.0,0.0014422896
-4.7,-1.8,0.0010044117,-7.10879e-05,0.0015271596
-3.8005884,-0.79998434,0.0009822532,-0.00038823043,0.0018014854
-3.900736,-0.8999466,0.0009964245,-0.00034819217,0.0017661294
